model,fit_time_mean,accuracy_cv_mean,accuracy_cv_std,accuracy_train_mean,accuracy_gap,precision_cv_mean,precision_cv_std,precision_train_mean,precision_gap,recall_cv_mean,recall_cv_std,recall_train_mean,recall_gap,f1_cv_mean,f1_cv_std,f1_train_mean,f1_gap,f05_cv_mean,f05_cv_std,f05_train_mean,f05_gap,f2_cv_mean,f2_cv_std,f2_train_mean,f2_gap,roc_auc_cv_mean,roc_auc_cv_std,roc_auc_train_mean,roc_auc_gap,average_precision_cv_mean,average_precision_cv_std,average_precision_train_mean,average_precision_gap,source,threshold,tn,fp,fn,tp,recall,f2,precision,f1,f05,fn_rate,fp_rate,business_value,positive_rate,score_type
LogisticRegression,0.37845001220703123,0.74175,0.005258326730053975,0.7489,0.00714999999999999,0.2631260523757653,0.009963781982607132,0.27883116245976985,0.015705110084004548,0.6109756097560977,0.027196306802728016,0.6564024390243903,0.04542682926829267,0.3678237397192252,0.0145375830404364,0.3913971435373325,0.023573403818107297,0.2969328339937774,0.011391787919404395,0.31507750951131175,0.018144675517534348,0.48319506447439353,0.020154404846272126,0.5165121063349969,0.03331704186060336,0.7540357232249632,0.016458998013780937,0.7900530422333156,0.03601731900835248,0.43602284167940847,0.03527455217019561,0.4639693296220204,0.027946487942611953,tuned_loaded,0.02,21,17519,0,2460,1.0,0.4124886817130018,0.1231292857500375,0.2192611078925085,0.149315334563465,0.0,0.9988027366020524,-28582200,0.99895,predict_proba
