model,threshold,tn,fp,fn,tp,recall,f2,precision,f1,f05,fn_rate,fp_rate,business_value,positive_rate,score_type
GradientBoosting_Optuna,0.06,9214,8326,530,1930,0.7845528455284553,0.4801950636942675,0.18818252730109206,0.3035545769109783,0.2219207064667464,0.21544715447154472,0.4746864310148233,-2668400,0.5128,predict_proba
GradientBoosting_Optuna,0.07,10336,7204,641,1819,0.739430894308943,0.48216084398027886,0.2015959215338579,0.3168161630236001,0.23591512761983813,0.2605691056910569,0.41071835803876855,-1936100,0.45115,predict_proba
GradientBoosting_Optuna,0.08,11265,6275,734,1726,0.7016260162601626,0.48371728042150103,0.2157230346206724,0.3299875728897811,0.2504062209842154,0.2983739837398374,0.3577537058152794,-1332500,0.40005,predict_proba
GradientBoosting_Optuna,0.09,11993,5547,805,1655,0.6727642276422764,0.4855650745217697,0.22979727853374063,0.3425791761540054,0.26464756300370984,0.32723577235772355,0.316248574686431,-854800,0.3601,predict_proba
GradientBoosting_Optuna,0.1,12648,4892,877,1583,0.6434959349593496,0.48513637756665645,0.2444787644787645,0.3543368774482373,0.27909026798307474,0.3565040650406504,0.2789053591790194,-445300,0.32375,predict_proba
GradientBoosting_Optuna,0.11,13217,4323,966,1494,0.6073170731707317,0.47710289327457367,0.25683341928829295,0.3610003624501631,0.29034514925373134,0.3926829268292683,0.24646522234891677,-155700,0.29085,predict_proba
GradientBoosting_Optuna,0.12,13724,3816,1028,1432,0.5821138211382114,0.4745493107104984,0.2728658536585366,0.37156201349247536,0.3053044516459151,0.41788617886178864,0.21755986316989737,145600,0.2624,predict_proba
GradientBoosting_Optuna,0.13,14171,3369,1083,1377,0.5597560975609757,0.47202797202797203,0.29013906447534765,0.38218151540383016,0.3210688304420817,0.4402439024390244,0.19207525655644242,410400,0.2373,predict_proba
GradientBoosting_Optuna,0.14,14494,3046,1149,1311,0.5329268292682927,0.46171726421074877,0.3008951113151251,0.38462666862256123,0.3295957361222848,0.46707317073170734,0.17366020524515394,536100,0.21785,predict_proba
GradientBoosting_Optuna,0.15,14799,2741,1205,1255,0.5101626016260162,0.45352703093379587,0.31406406406406406,0.38878562577447334,0.3402190414226849,0.4898373983739837,0.15627137970353477,670600,0.1998,predict_proba
GradientBoosting_Optuna,0.16,15089,2451,1250,1210,0.491869918699187,0.4481149544478187,0.3305107894018028,0.39536023525567715,0.35371842843779233,0.508130081300813,0.13973774230330674,819100,0.18305,predict_proba
GradientBoosting_Optuna,0.17,15315,2225,1294,1166,0.4739837398373984,0.4406318494444864,0.34385137127690946,0.3985643479747052,0.3638292561158263,0.5260162601626016,0.12685290763968074,912500,0.16955,predict_proba
GradientBoosting_Optuna,0.18,15516,2024,1343,1117,0.4540650406504065,0.43024420306601957,0.35561922954473096,0.39885734690233887,0.37173855165069225,0.5459349593495935,0.1153933865450399,970900,0.15705,predict_proba
GradientBoosting_Optuna,0.19,15687,1853,1382,1078,0.43821138211382116,0.42204995693367786,0.36779256226543844,0.399925802263031,0.38000564015792443,0.5617886178861788,0.1056442417331813,1027300,0.14655,predict_proba
GradientBoosting_Optuna,0.2,15839,1701,1416,1044,0.424390243902439,0.41477949940405245,0.380327868852459,0.40115273775216137,0.38839285714285715,0.5756097560975609,0.09697833523375142,1079100,0.13725,predict_proba
GradientBoosting_Optuna,0.21,15990,1550,1449,1011,0.41097560975609754,0.40762841706314007,0.394767668879344,0.4027086237801235,0.39790617128463474,0.5890243902439024,0.08836944127708096,1132500,0.12805,predict_proba
GradientBoosting_Optuna,0.22,16117,1423,1482,978,0.3975609756097561,0.39947716689812923,0.40733027905039565,0.40238634025920594,0.40533819628647216,0.6024390243902439,0.08112884834663626,1164300,0.12005,predict_proba
GradientBoosting_Optuna,0.23,16214,1326,1512,948,0.3853658536585366,0.39128281327389797,0.41688654353562005,0.4005069708491762,0.4101765316718588,0.6146341463414634,0.07559863169897378,1176600,0.1137,predict_proba
GradientBoosting_Optuna,0.24,16317,1223,1532,928,0.3772357723577236,0.3869568843299141,0.4314272431427243,0.4025157232704403,0.4193781634128706,0.6227642276422765,0.06972633979475484,1219300,0.10755,predict_proba
GradientBoosting_Optuna,0.25,16402,1138,1566,894,0.36341463414634145,0.3765161725067385,0.43996062992125984,0.39804096170970615,0.42217604835663014,0.6365853658536585,0.06488027366020524,1210800,0.1016,predict_proba
GradientBoosting_Optuna,0.26,16489,1051,1586,874,0.35528455284552846,0.37144071398215045,0.454025974025974,0.3986316989737742,0.4301181102362205,0.6447154471544716,0.05992018244013683,1239100,0.09625,predict_proba
GradientBoosting_Optuna,0.27,16558,982,1608,852,0.3463414634146341,0.36491348295357207,0.46455834242093785,0.39683278993945037,0.43487137607186604,0.6536585365853659,0.055986316989737744,1246200,0.0917,predict_proba
GradientBoosting_Optuna,0.28,16619,921,1626,834,0.33902439024390246,0.35963777490297544,0.4752136752136752,0.39572953736654803,0.439873417721519,0.6609756097560976,0.05250855188141391,1256100,0.08775,predict_proba
GradientBoosting_Optuna,0.29,16681,859,1638,822,0.33414634146341465,0.35673986633104765,0.48899464604402143,0.397005554213958,0.44751742160278746,0.6658536585365854,0.048973774230330676,1281900,0.08405,predict_proba
GradientBoosting_Optuna,0.3,16746,794,1650,810,0.32926829268292684,0.35389723872771756,0.5049875311720698,0.3986220472440945,0.4562866155926093,0.6707317073170732,0.04526795895096921,1310400,0.0802,predict_proba
GradientBoosting_Optuna,0.31,16803,737,1663,797,0.32398373983739837,0.3503604712502198,0.5195567144719687,0.39909864797195793,0.4635877152163797,0.6760162601626016,0.04201824401368301,1329200,0.0767,predict_proba
GradientBoosting_Optuna,0.32,16847,693,1672,788,0.3203252032520325,0.34802579277448986,0.5320729237002025,0.39989850291804113,0.4699427480916031,0.6796747967479675,0.0395096921322691,1346300,0.07405,predict_proba
GradientBoosting_Optuna,0.33,16879,661,1684,776,0.3154471544715447,0.3440631373592267,0.5400139178844816,0.39825506800102645,0.4727095516569201,0.6845528455284553,0.03768529076396807,1345100,0.07185,predict_proba
GradientBoosting_Optuna,0.34,16915,625,1693,767,0.31178861788617884,0.3414351851851852,0.5510057471264368,0.39823468328141226,0.4777030393622322,0.6882113821138212,0.03563283922462942,1355000,0.0696,predict_proba
GradientBoosting_Optuna,0.35,16956,584,1708,752,0.3056910569105691,0.3364352183249821,0.562874251497006,0.39620653319283455,0.48180420297283444,0.6943089430894309,0.03329532497149373,1354400,0.0668,predict_proba
GradientBoosting_Optuna,0.36,16996,544,1719,741,0.30121951219512194,0.33303370786516856,0.5766536964980544,0.3957276368491322,0.4875,0.698780487804878,0.031014823261117448,1362900,0.06425,predict_proba
GradientBoosting_Optuna,0.37,17029,511,1726,734,0.2983739837398374,0.33107803337843933,0.5895582329317269,0.396221322537112,0.4932795698924731,0.7016260162601626,0.029133409350057014,1375100,0.06225,predict_proba
GradientBoosting_Optuna,0.38,17057,483,1733,727,0.29552845528455285,0.32895927601809954,0.6008264462809917,0.39618528610354226,0.49794520547945204,0.7044715447154472,0.027537058152793614,1382800,0.0605,predict_proba
GradientBoosting_Optuna,0.39,17090,450,1740,720,0.2926829268292683,0.32697547683923706,0.6153846153846154,0.39669421487603307,0.5042016806722689,0.7073170731707317,0.02565564424173318,1395000,0.0585,predict_proba
GradientBoosting_Optuna,0.4,17120,420,1747,713,0.28983739837398376,0.3248883623439351,0.6293027360988526,0.39688282772056777,0.5098684210526315,0.7101626016260163,0.02394526795895097,1404500,0.05665,predict_proba
GradientBoosting_Optuna,0.41,17132,408,1754,706,0.2869918699186992,0.32225670987767024,0.6337522441651705,0.39507554560716285,0.5104106419895894,0.7130081300813008,0.023261117445838083,1397800,0.0557,predict_proba
GradientBoosting_Optuna,0.42,17161,379,1767,693,0.2817073170731707,0.3175403225806452,0.6464552238805971,0.3924122310305776,0.5134854771784232,0.7182926829268292,0.021607753705815278,1391400,0.0536,predict_proba
GradientBoosting_Optuna,0.43,17182,358,1774,686,0.2788617886178862,0.3151414920984932,0.657088122605364,0.3915525114155251,0.5168776371308017,0.7211382113821139,0.02041049030786773,1392800,0.0522,predict_proba
GradientBoosting_Optuna,0.44,17200,340,1779,681,0.27682926829268295,0.31350704355031767,0.6669931439764937,0.39126687733409937,0.5203239608801956,0.723170731707317,0.019384264538198404,1396500,0.05105,predict_proba
GradientBoosting_Optuna,0.45,17219,321,1782,678,0.275609756097561,0.3127594796567949,0.6786786786786787,0.3920208152645273,0.525092936802974,0.724390243902439,0.01830102622576967,1406100,0.04995,predict_proba
GradientBoosting_Optuna,0.46,17238,302,1786,674,0.2739837398373984,0.31157544378698226,0.6905737704918032,0.39231664726426074,0.5295411690760528,0.7260162601626017,0.017217787913340936,1413200,0.0488,predict_proba
GradientBoosting_Optuna,0.47,17258,282,1788,672,0.2731707317073171,0.311284046692607,0.7044025157232704,0.3936731107205624,0.5353728489483748,0.7268292682926829,0.016077537058152794,1426200,0.0477,predict_proba
GradientBoosting_Optuna,0.48,17271,269,1792,668,0.27154471544715447,0.3099192725248214,0.7129135538954109,0.39328819546658816,0.5380154639175257,0.7284552845528456,0.015336374002280502,1427900,0.04685,predict_proba
GradientBoosting_Optuna,0.49,17281,259,1800,660,0.2682926829268293,0.3067199553861883,0.7181719260065288,0.39064812074578276,0.5378096479791395,0.7317073170731707,0.014766248574686431,1416900,0.04595,predict_proba
GradientBoosting_Optuna,0.5,17297,243,1804,656,0.26666666666666666,0.30542881087624546,0.7296996662958843,0.3905924382256624,0.5416116248348745,0.7333333333333333,0.013854047890535917,1421300,0.04495,predict_proba
GradientBoosting_Optuna,0.51,17309,231,1810,650,0.26422764227642276,0.30314336349221155,0.7377979568671964,0.38910505836575876,0.5431149732620321,0.7357723577235772,0.013169897377423034,1417100,0.04405,predict_proba
GradientBoosting_Optuna,0.52,17318,222,1816,644,0.26178861788617885,0.3007659256491687,0.74364896073903,0.3872519542994588,0.5435516542876435,0.7382113821138211,0.01265678449258837,1410200,0.0433,predict_proba
GradientBoosting_Optuna,0.53,17330,210,1823,637,0.25894308943089434,0.2980256386263685,0.7520661157024794,0.3852434230420321,0.5446306429548564,0.7410569105691057,0.011972633979475485,1403500,0.04235,predict_proba
GradientBoosting_Optuna,0.54,17348,192,1829,631,0.25650406504065043,0.2958829597674201,0.7667071688942891,0.3844045080718855,0.5485048678720446,0.7434959349593496,0.010946408209806158,1404700,0.04115,predict_proba
GradientBoosting_Optuna,0.55,17358,182,1836,624,0.25365853658536586,0.29306781889911704,0.7741935483870968,0.38211879975505203,0.5489092188599578,0.7463414634146341,0.010376282782212087,1396200,0.0403,predict_proba
GradientBoosting_Optuna,0.56,17366,174,1839,621,0.2524390243902439,0.2919605077574048,0.7811320754716982,0.3815668202764977,0.550531914893617,0.7475609756097561,0.00992018244013683,1395900,0.03975,predict_proba
GradientBoosting_Optuna,0.57,17376,164,1845,615,0.25,0.28957528957528955,0.7894736842105263,0.379746835443038,0.5514705882352942,0.75,0.009350057012542759,1389900,0.03895,predict_proba
GradientBoosting_Optuna,0.58,17383,157,1849,611,0.2483739837398374,0.28799019607843135,0.7955729166666666,0.3785625774473358,0.5522415039768619,0.7516260162601626,0.00895096921322691,1386200,0.0384,predict_proba
GradientBoosting_Optuna,0.59,17393,147,1856,604,0.24552845528455283,0.2851477669719573,0.8042609853528628,0.37620678916225475,0.5527086383601757,0.7544715447154472,0.008380843785632839,1377700,0.03755,predict_proba
GradientBoosting_Optuna,0.6,17400,140,1863,597,0.2426829268292683,0.28221612933724116,0.8100407055630936,0.3734751329371286,0.5519600591715976,0.7573170731707317,0.00798175598631699,1366500,0.03685,predict_proba
GradientBoosting_Optuna,0.61,17411,129,1871,589,0.2394308943089431,0.2789354044326577,0.8203342618384402,0.3706733794839522,0.5523255813953488,0.760569105691057,0.007354618015963512,1356400,0.0359,predict_proba
GradientBoosting_Optuna,0.62,17414,126,1873,587,0.2386178861788618,0.2781199658864778,0.82328190743338,0.36999684840844627,0.5525225903614458,0.7613821138211382,0.007183580387685291,1354100,0.03565,predict_proba
GradientBoosting_Optuna,0.63,17420,120,1874,586,0.23821138211382115,0.2778304570453252,0.830028328611898,0.37018319646241316,0.5545041635124905,0.7617886178861789,0.0068415051311288486,1357000,0.0353,predict_proba
GradientBoosting_Optuna,0.64,17431,109,1876,584,0.23739837398373984,0.27722396278363237,0.8427128427128427,0.37044084998414206,0.5581039755351682,0.7626016260162601,0.006214367160775371,1361900,0.03465,predict_proba
GradientBoosting_Optuna,0.65,17439,101,1883,577,0.2345528455284553,0.274291690435444,0.8510324483775811,0.36775015933715743,0.5578112915699923,0.7654471544715448,0.005758266818700114,1351600,0.0339,predict_proba
GradientBoosting_Optuna,0.66,17448,92,1891,569,0.23130081300813007,0.27092657842110274,0.8608169440242057,0.36462672220442166,0.5574059561128527,0.7686991869918699,0.00524515393386545,1339700,0.03305,predict_proba
GradientBoosting_Optuna,0.67,17453,87,1896,564,0.22926829268292684,0.2688018301401201,0.8663594470046083,0.36258437801350046,0.556872037914692,0.7707317073170732,0.004960091220068415,1331700,0.03255,predict_proba
GradientBoosting_Optuna,0.68,17455,85,1899,561,0.2280487804878049,0.26749952317375547,0.868421052631579,0.36123631680618157,0.5561062648691515,0.7719512195121951,0.004846066134549601,1326000,0.0323,predict_proba
GradientBoosting_Optuna,0.69,17460,80,1904,556,0.22601626016260162,0.2653684612447499,0.8742138364779874,0.35917312661498707,0.5555555555555556,0.7739837398373983,0.004561003420752566,1318000,0.0318,predict_proba
GradientBoosting_Optuna,0.7,17465,75,1909,551,0.22398373983739836,0.2632333269635009,0.8801916932907349,0.3570965651328581,0.5549959709911362,0.7760162601626016,0.00427594070695553,1310000,0.0313,predict_proba
GradientBoosting_Optuna,0.71,17472,68,1916,544,0.22113821138211381,0.2602372751626483,0.8888888888888888,0.3541666666666667,0.5541972290138549,0.7788617886178861,0.003876852907639681,1298800,0.0306,predict_proba
GradientBoosting_Optuna,0.72,17473,67,1924,536,0.21788617886178863,0.25663123623479844,0.8888888888888888,0.34998367613450865,0.5500821018062397,0.7821138211382114,0.0038198403648802737,1279700,0.03015,predict_proba
GradientBoosting_Optuna,0.73,17477,63,1932,528,0.2146341463414634,0.2530917457578372,0.8934010152284264,0.34611602753195675,0.5472636815920398,0.7853658536585366,0.0035917901938426456,1263300,0.02955,predict_proba
GradientBoosting_Optuna,0.74,17483,57,1936,524,0.21300813008130082,0.2514154111889454,0.9018932874354562,0.34462347911871094,0.5476588628762542,0.7869918699186992,0.003249714937286203,1258700,0.02905,predict_proba
GradientBoosting_Optuna,0.75,17485,55,1943,517,0.21016260162601627,0.24827122550902805,0.9038461538461539,0.34102902374670185,0.5444397641112048,0.7898373983739837,0.003135689851767389,1243000,0.0286,predict_proba
GradientBoosting_Optuna,0.76,17486,54,1951,509,0.20691056910569106,0.24464096895126405,0.9040852575488455,0.33675157128680117,0.5401103565365025,0.7930894308943089,0.0030786773090079817,1223900,0.02815,predict_proba
GradientBoosting_Optuna,0.77,17489,51,1956,504,0.2048780487804878,0.24242424242424243,0.9081081081081082,0.33432835820895523,0.5384615384615384,0.7951219512195122,0.0029076396807297604,1214100,0.02775,predict_proba
GradientBoosting_Optuna,0.78,17492,48,1965,495,0.20121951219512196,0.23837041317538285,0.9116022099447514,0.32967032967032966,0.5343264248704663,0.7987804878048781,0.0027366020524515395,1194300,0.02715,predict_proba
GradientBoosting_Optuna,0.79,17495,45,1969,491,0.19959349593495934,0.23660370084811103,0.9160447761194029,0.32777036048064084,0.5332319721980886,0.8004065040650407,0.002565564424173318,1187000,0.0268,predict_proba
GradientBoosting_Optuna,0.8,17499,41,1979,481,0.19552845528455284,0.23209805056938815,0.921455938697318,0.3226022803487592,0.5288038698328936,0.8044715447154471,0.0023375142531356897,1165600,0.0261,predict_proba
GradientBoosting_Optuna,0.81,17504,36,1987,473,0.19227642276422766,0.22852449512030149,0.9292730844793713,0.31862579993263723,0.5260231316725978,0.8077235772357724,0.0020524515393386543,1150100,0.02545,predict_proba
GradientBoosting_Optuna,0.82,17507,33,1999,461,0.18739837398373985,0.22305012579833558,0.9331983805668016,0.3121191604603927,0.5196122633002705,0.8126016260162602,0.0018814139110604332,1122800,0.0247,predict_proba
GradientBoosting_Optuna,0.83,17512,28,2013,447,0.18170731707317073,0.2166747455162385,0.9410526315789474,0.30459965928449745,0.5126146788990825,0.8182926829268292,0.0015963511972633979,1092300,0.02375,predict_proba
GradientBoosting_Optuna,0.84,17516,24,2020,440,0.17886178861788618,0.21350931677018634,0.9482758620689655,0.3009575923392613,0.5097312326227988,0.8211382113821138,0.0013683010262257698,1078400,0.0232,predict_proba
GradientBoosting_Optuna,0.85,17519,21,2036,424,0.17235772357723578,0.20612542537676226,0.952808988764045,0.2919104991394148,0.5,0.8276422764227642,0.0011972633979475485,1041100,0.02225,predict_proba
GradientBoosting_Optuna,0.86,17522,18,2054,406,0.16504065040650406,0.19777864380358534,0.9575471698113207,0.2815533980582524,0.4884504331087584,0.8349593495934959,0.0010262257696693272,998800,0.0212,predict_proba
GradientBoosting_Optuna,0.87,17526,14,2069,391,0.1589430894308943,0.1908247925817472,0.9654320987654321,0.2729493891797557,0.4791666666666667,0.8410569105691057,0.0007981755986316989,964900,0.02025,predict_proba
GradientBoosting_Optuna,0.88,17529,11,2087,373,0.1516260162601626,0.18241392801251957,0.9713541666666666,0.26230661040787623,0.4667167167167167,0.8483739837398374,0.0006271379703534777,922600,0.0192,predict_proba
GradientBoosting_Optuna,0.89,17533,7,2105,355,0.1443089430894309,0.17398549304058028,0.9806629834254144,0.2515946137491141,0.45419651995905835,0.8556910569105691,0.00039908779931584947,881200,0.0181,predict_proba
GradientBoosting_Optuna,0.9,17536,4,2127,333,0.1353658536585366,0.16360420556156038,0.9881305637982196,0.23811226313907757,0.4372373949579832,0.8646341463414634,0.00022805017103762827,828900,0.01685,predict_proba
