model,threshold,tn,fp,fn,tp,recall,f2,precision,f1,f05,fn_rate,fp_rate,business_value,positive_rate,score_type
GradientBoosting,0.47,17377,163,1836,624,0.25365853658536586,0.29359179448574385,0.7928843710292249,0.38435478903603326,0.5563480741797432,0.7463414634146341,0.009293044469783353,1413300,0.03935,predict_proba
GradientBoosting,0.48,17383,157,1840,620,0.25203252032520324,0.29198455307525667,0.797940797940798,0.3830707445165277,0.5567528735632183,0.7479674796747967,0.00895096921322691,1408700,0.03885,predict_proba
GradientBoosting,0.49,17393,147,1844,616,0.25040650406504067,0.2904838253324531,0.8073394495412844,0.3822525597269625,0.5587808417997098,0.7495934959349594,0.008380843785632839,1407700,0.03815,predict_proba
GradientBoosting,0.5,17400,140,1846,614,0.24959349593495936,0.2897866717009628,0.8143236074270557,0.3820784069695084,0.5606281957633309,0.7504065040650406,0.00798175598631699,1409000,0.0377,predict_proba
GradientBoosting,0.51,17405,135,1851,609,0.2475609756097561,0.2876984126984127,0.8185483870967742,0.3801498127340824,0.5601545253863135,0.7524390243902439,0.007696693272519955,1401000,0.0372,predict_proba
GradientBoosting,0.52,17414,126,1857,603,0.2451219512195122,0.2852682372977576,0.8271604938271605,0.3781749764816557,0.5608258928571429,0.7548780487804878,0.007183580387685291,1394100,0.03645,predict_proba
GradientBoosting,0.53,17421,119,1860,600,0.24390243902439024,0.28411781418694954,0.8344923504867872,0.3774771940861906,0.5622188905547226,0.7560975609756098,0.006784492588369441,1392900,0.03595,predict_proba
GradientBoosting,0.54,17431,109,1862,598,0.24308943089430896,0.28349293638001327,0.8458274398868458,0.37764445847805495,0.5654311649016641,0.7569105691056911,0.006214367160775371,1396900,0.03535,predict_proba
GradientBoosting,0.55,17436,104,1864,596,0.24227642276422764,0.2827324478178368,0.8514285714285714,0.37721518987341773,0.5665399239543726,0.7577235772357723,0.005929304446978335,1396400,0.035,predict_proba
GradientBoosting,0.56,17438,102,1865,595,0.241869918699187,0.28233842649710544,0.8536585365853658,0.376940133037694,0.5668826219512195,0.758130081300813,0.005815279361459521,1395700,0.03485,predict_proba
GradientBoosting,0.57,17442,98,1869,591,0.24024390243902438,0.2806534333744895,0.8577648766328012,0.3753572562718323,0.5665260736196319,0.7597560975609756,0.005587229190421893,1389300,0.03445,predict_proba
GradientBoosting,0.58,17445,95,1876,584,0.23739837398373984,0.2775929270843236,0.8600883652430045,0.37209302325581395,0.5641421947449768,0.7626016260162601,0.005416191562143672,1374500,0.03395,predict_proba
GradientBoosting,0.59,17449,91,1878,582,0.23658536585365852,0.2768001521925235,0.8647845468053492,0.37152888605170764,0.5648291925465838,0.7634146341463415,0.005188141391106044,1373100,0.03365,predict_proba
GradientBoosting,0.6,17453,87,1884,576,0.23414634146341465,0.27420736932305056,0.8687782805429864,0.3688760806916426,0.5633802816901409,0.7658536585365854,0.004960091220068415,1361700,0.03315,predict_proba
GradientBoosting,0.61,17458,82,1887,573,0.2329268292682927,0.27298713673177705,0.8748091603053435,0.36789727126805777,0.5639763779527559,0.7670731707317073,0.004675028506271379,1358700,0.03275,predict_proba
GradientBoosting,0.62,17465,75,1895,565,0.22967479674796748,0.2695610687022901,0.8828125,0.36451612903225805,0.5627490039840638,0.7703252032520326,0.00427594070695553,1345000,0.032,predict_proba
GradientBoosting,0.63,17471,69,1898,562,0.22845528455284553,0.268360233024544,0.8906497622820919,0.36363636363636365,0.5638041733547352,0.7715447154471544,0.003933865450399088,1342900,0.03155,predict_proba
GradientBoosting,0.64,17474,66,1900,560,0.22764227642276422,0.26753296388304987,0.8945686900958466,0.36292935839274143,0.5640612409347301,0.7723577235772358,0.0037628278221208664,1340600,0.0313,predict_proba
GradientBoosting,0.65,17478,62,1908,552,0.22439024390243903,0.26401377463171993,0.8990228013029316,0.3591411841249187,0.5614320585842149,0.775609756097561,0.0035347776510832383,1324200,0.0307,predict_proba
GradientBoosting,0.66,17483,57,1911,549,0.22317073170731708,0.2627800114876508,0.905940594059406,0.35812133072407043,0.562039312039312,0.776829268292683,0.003249714937286203,1321200,0.0303,predict_proba
GradientBoosting,0.67,17486,54,1918,542,0.22032520325203253,0.2596780375622844,0.9093959731543624,0.35471204188481675,0.5594549958711809,0.7796747967479675,0.0030786773090079817,1306400,0.0298,predict_proba
GradientBoosting,0.68,17491,49,1922,538,0.2186991869918699,0.2579840797928455,0.9165247018739353,0.3531342303905481,0.5594841930116472,0.78130081300813,0.0027936145952109463,1300900,0.02935,predict_proba
GradientBoosting,0.69,17494,46,1926,534,0.21707317073170732,0.2562380038387716,0.9206896551724137,0.3513157894736842,0.5585774058577406,0.7829268292682927,0.002622576966932725,1293600,0.029,predict_proba
GradientBoosting,0.7,17498,42,1929,531,0.21585365853658536,0.2549697493517718,0.9267015706806283,0.35014836795252224,0.5587121212121212,0.7841463414634147,0.002394526795895097,1289700,0.02865,predict_proba
GradientBoosting,0.71,17501,39,1938,522,0.2121951219512195,0.25093740986443613,0.93048128342246,0.3455809334657398,0.5548469387755102,0.7878048780487805,0.0022234891676168756,1269900,0.02805,predict_proba
GradientBoosting,0.72,17504,36,1945,515,0.20934959349593496,0.2478106053315369,0.9346642468239564,0.34207904350714047,0.5521012006861064,0.790650406504065,0.0020524515393386543,1255100,0.02755,predict_proba
GradientBoosting,0.73,17507,33,1951,509,0.20691056910569106,0.24513581198227702,0.9391143911439115,0.3391072618254497,0.549913569576491,0.7930894308943089,0.0018814139110604332,1242800,0.0271,predict_proba
GradientBoosting,0.74,17509,31,1957,503,0.20447154471544715,0.24243300559090034,0.9419475655430711,0.3360053440213761,0.5472149695387293,0.7955284552845528,0.0017673888255416192,1229600,0.0267,predict_proba
GradientBoosting,0.75,17513,27,1966,494,0.2008130081300813,0.2383939774153074,0.9481765834932822,0.33143240523314327,0.5435739436619719,0.7991869918699187,0.0015393386545039908,1210700,0.02605,predict_proba
GradientBoosting,0.76,17517,23,1974,486,0.1975609756097561,0.23480529519760363,0.9548133595284872,0.32738295722465477,0.5404804270462633,0.802439024390244,0.0013112884834663625,1194300,0.02545,predict_proba
GradientBoosting,0.77,17522,18,1987,473,0.19227642276422766,0.2289226599554738,0.9633401221995926,0.3205692985428668,0.5345840867992767,0.8077235772357724,0.0010262257696693272,1166300,0.02455,predict_proba
GradientBoosting,0.78,17523,17,1997,463,0.18821138211382113,0.2243217054263566,0.9645833333333333,0.3149659863945578,0.5285388127853882,0.8117886178861788,0.0009692132269099202,1142200,0.024,predict_proba
GradientBoosting,0.79,17524,16,2013,447,0.18170731707317073,0.21692710860914297,0.9654427645788337,0.3058501539514198,0.5183209647495362,0.8182926829268292,0.0009122006841505131,1103100,0.02315,predict_proba
GradientBoosting,0.8,17526,14,2029,431,0.17520325203252032,0.20952843947496355,0.9685393258426966,0.2967297762478485,0.5082547169811321,0.8247967479674797,0.0007981755986316989,1064900,0.02225,predict_proba
GradientBoosting,0.81,17528,12,2046,414,0.16829268292682928,0.2016364699006429,0.971830985915493,0.2869022869022869,0.49711815561959655,0.8317073170731707,0.0006841505131128849,1024200,0.0213,predict_proba
GradientBoosting,0.82,17528,12,2067,393,0.1597560975609756,0.191800878477306,0.9703703703703703,0.2743455497382199,0.48161764705882354,0.8402439024390244,0.0006841505131128849,971700,0.02025,predict_proba
GradientBoosting,0.83,17529,11,2080,380,0.15447154471544716,0.18571009676473463,0.9718670076726342,0.26657313223430373,0.4721669980119284,0.8455284552845529,0.0006271379703534777,940100,0.01955,predict_proba
GradientBoosting,0.84,17532,8,2108,352,0.14308943089430895,0.17254901960784313,0.9777777777777777,0.24964539007092199,0.4512820512820513,0.8569105691056911,0.00045610034207525655,872800,0.018,predict_proba
GradientBoosting,0.85,17532,8,2127,333,0.1353658536585366,0.16353992731558786,0.9765395894428153,0.23777222420564084,0.435407949790795,0.8646341463414634,0.00045610034207525655,825300,0.01705,predict_proba
GradientBoosting,0.86,17534,6,2169,291,0.11829268292682926,0.14353358981947323,0.9797979797979798,0.21109902067464636,0.3988486842105263,0.8817073170731707,0.00034207525655644244,722100,0.01485,predict_proba
GradientBoosting,0.87,17534,6,2195,265,0.10772357723577236,0.13104539610325389,0.977859778597786,0.19406810692054194,0.37387133182844245,0.8922764227642277,0.00034207525655644244,657100,0.01355,predict_proba
GradientBoosting,0.88,17536,4,2234,226,0.091869918699187,0.11221449851042702,0.9826086956521739,0.16802973977695168,0.3343195266272189,0.908130081300813,0.00022805017103762827,561400,0.0115,predict_proba
GradientBoosting,0.89,17538,2,2269,191,0.07764227642276422,0.0951858865743048,0.9896373056994818,0.14398793818318883,0.29548267326732675,0.9223577235772358,0.00011402508551881414,475700,0.00965,predict_proba
GradientBoosting,0.9,17539,1,2299,161,0.06544715447154471,0.08048390321935613,0.9938271604938271,0.12280701754385964,0.25900900900900903,0.9345528455284553,5.701254275940707e-05,401600,0.0081,predict_proba
LogisticRegression,0.01,4,17536,0,2460,1.0,0.4122536533047325,0.1230246049209842,0.2190951193444959,0.14919217893357917,0.0,0.9997719498289623,-9632400,0.9998,predict_proba
LogisticRegression,0.02,6,17534,0,2460,1.0,0.4122812898035798,0.123036911073322,0.21911463436358777,0.1492066572856519,0.0,0.9996579247434435,-9630600,0.9997,predict_proba
LogisticRegression,0.03,8,17532,0,2460,1.0,0.412308930008045,0.12304921968787515,0.21913415285943347,0.14922113844810017,0.0,0.9995438996579248,-9628800,0.9996,predict_proba
LogisticRegression,0.04,17,17523,0,2460,1.0,0.41243335680515036,0.12310463894310164,0.21922202914048924,0.14928633847946401,0.0,0.9990307867730901,-9620700,0.99915,predict_proba
LogisticRegression,0.05,31,17509,0,2460,1.0,0.4126270589419303,0.12319094596624769,0.21935886575415756,0.14938787407695298,0.0,0.9982326111744584,-9608100,0.99845,predict_proba
LogisticRegression,0.06,63,17477,0,2460,1.0,0.4130704906471438,0.12338867432412098,0.21967227753717017,0.14962047489295446,0.0,0.9964082098061574,-9579300,0.99685,predict_proba
LogisticRegression,0.07,128,17412,1,2459,0.9995934959349594,0.4138197973814412,0.12374817573348096,0.220231964533608,0.15004149175046372,0.0004065040650406504,0.9927023945267959,-9523300,0.99355,predict_proba
LogisticRegression,0.08,209,17331,1,2459,0.9995934959349594,0.4149510631117111,0.12425467407781708,0.22103370786516854,0.1506370987503063,0.0004065040650406504,0.9880843785632839,-9450400,0.9895,predict_proba
LogisticRegression,0.09,324,17216,6,2454,0.9975609756097561,0.41579125720094884,0.12475851550584646,0.22178038861274288,0.1512201133842741,0.0024390243902439024,0.9815279361459521,-9359400,0.9835,predict_proba
LogisticRegression,0.1,463,17077,9,2451,0.9963414634146341,0.4172909289022065,0.12551208521097912,0.2229397853374568,0.15209998510648862,0.003658536585365854,0.9736031927023945,-9241800,0.9764,predict_proba
LogisticRegression,0.11,613,16927,9,2451,0.9963414634146341,0.41943322609350403,0.1264836412426463,0.22447110541258358,0.15324113439703896,0.003658536585365854,0.9650513112884834,-9106800,0.9689,predict_proba
LogisticRegression,0.12,796,16744,12,2448,0.9951219512195122,0.4216037475888675,0.1275531471446436,0.22612229817106966,0.15449083657292875,0.004878048780487805,0.9546180159635119,-8949600,0.9596,predict_proba
LogisticRegression,0.13,970,16570,14,2446,0.9943089430894309,0.42382866648184087,0.12862852334875893,0.2277891599925498,0.1557485609495186,0.005691056910569106,0.9446978335233751,-8798000,0.9508,predict_proba
LogisticRegression,0.14,1155,16385,20,2440,0.991869918699187,0.4256061398918542,0.1296148738379814,0.22926943857176416,0.15689300411522633,0.008130081300813009,0.9341505131128849,-8646500,0.94125,predict_proba
LogisticRegression,0.15,1408,16132,32,2428,0.9869918699186991,0.42746478873239435,0.13081896551724137,0.23101807802093244,0.15827900912646675,0.013008130081300813,0.9197263397947548,-8448800,0.928,predict_proba
LogisticRegression,0.16,1637,15903,45,2415,0.9817073170731707,0.4288301725974856,0.13183753684900099,0.23245740687265376,0.15944382823641262,0.018292682926829267,0.9066704675028506,-8275200,0.9159,predict_proba
LogisticRegression,0.17,1882,15658,53,2407,0.9784552845528456,0.4312847160007167,0.13324107389980624,0.23454323995127893,0.16106798715203427,0.021544715447154472,0.8927023945267959,-8074700,0.90325,predict_proba
LogisticRegression,0.18,2120,15420,63,2397,0.974390243902439,0.43334418049680007,0.13453443340629737,0.23642550673176504,0.16255696614583334,0.025609756097560974,0.879133409350057,-7885500,0.89085,predict_proba
LogisticRegression,0.19,2397,15143,72,2388,0.9707317073170731,0.4362281246574842,0.1362158462152758,0.23890750837877045,0.1644990631544142,0.02926829268292683,0.8633409350057013,-7658700,0.87655,predict_proba
LogisticRegression,0.2,2672,14868,83,2377,0.9662601626016261,0.4388037659220971,0.13783705421861409,0.2412585638162903,0.16636338185890256,0.03373983739837398,0.8476624857468643,-7438700,0.86225,predict_proba
LogisticRegression,0.21,2954,14586,90,2370,0.9634146341463414,0.44223018360949395,0.1397735314932767,0.24412855377008652,0.16860167321154174,0.036585365853658534,0.8315849486887115,-7202400,0.8478,predict_proba
LogisticRegression,0.22,3274,14266,115,2345,0.9532520325203252,0.44327246606933574,0.14117151285292878,0.2459231293587122,0.1701642865435969,0.046747967479674794,0.8133409350057013,-6976900,0.83055,predict_proba
LogisticRegression,0.23,3563,13977,133,2327,0.9459349593495935,0.44503518971848227,0.14272571148184496,0.24802813898955448,0.17192209941485903,0.0540650406504065,0.7968643101482326,-6761800,0.8152,predict_proba
LogisticRegression,0.24,3867,13673,153,2307,0.9378048780487804,0.4467467079783114,0.14436795994993742,0.2502169197396963,0.17377222054835795,0.06219512195121951,0.7795324971493729,-6538200,0.799,predict_proba
LogisticRegression,0.25,4200,13340,168,2292,0.9317073170731708,0.44990577889447236,0.14662231320368474,0.2533716559805439,0.17634024743029483,0.06829268292682927,0.7605473204104903,-6276000,0.7816,predict_proba
LogisticRegression,0.26,4571,12969,188,2272,0.9235772357723577,0.4529324987041984,0.14907158322944689,0.2567086605276538,0.17911200807265387,0.07642276422764227,0.7393956670467503,-5992100,0.76205,predict_proba
LogisticRegression,0.27,4920,12620,211,2249,0.9142276422764227,0.45509733295560323,0.15125428744367475,0.2595648912228057,0.1815583828468096,0.08577235772357723,0.7194982896237172,-5735500,0.74345,predict_proba
LogisticRegression,0.28,5273,12267,232,2228,0.9056910569105691,0.4577768645983152,0.15370817523283892,0.26281332940135654,0.1843150231634679,0.0943089430894309,0.6993728620296465,-5470300,0.72475,predict_proba
LogisticRegression,0.29,5660,11880,259,2201,0.8947154471544716,0.4600560177250115,0.15630992117037143,0.26612659452270115,0.18721080566140447,0.10528455284552846,0.677309007981756,-5189500,0.70405,predict_proba
LogisticRegression,0.3,6037,11503,288,2172,0.8829268292682927,0.46183287263448863,0.15882998171846435,0.269228385497366,0.1899930020993702,0.11707317073170732,0.6558152793614596,-4922700,0.68375,predict_proba
LogisticRegression,0.31,6429,11111,313,2147,0.8727642276422765,0.4647588535803966,0.16193996077839795,0.27318997327904315,0.1934513082966914,0.12723577235772357,0.633466362599772,-4632400,0.6629,predict_proba
LogisticRegression,0.32,6848,10692,345,2115,0.8597560975609756,0.4669492648032852,0.1651440618411806,0.27706818628414226,0.19697139025480553,0.1402439024390244,0.6095781071835804,-4335300,0.64035,predict_proba
LogisticRegression,0.33,7255,10285,376,2084,0.8471544715447155,0.4691791616011527,0.16848573045517018,0.28107087463753455,0.20063154651879236,0.15284552845528454,0.5863740022805017,-4046500,0.61845,predict_proba
LogisticRegression,0.34,7665,9875,401,2059,0.8369918699186992,0.47281161017727563,0.17253226076755487,0.28609142698346535,0.20509602358753687,0.1630081300813008,0.5629988597491448,-3740000,0.5967,predict_proba
LogisticRegression,0.35,8049,9491,445,2015,0.8191056910569106,0.47198538367844095,0.17512602120632714,0.2885579263926679,0.2078005115089514,0.18089430894308944,0.5411060433295325,-3504400,0.5753,predict_proba
LogisticRegression,0.36,8478,9062,477,1983,0.8060975609756098,0.4747426382571223,0.17953825260298778,0.2936690114772307,0.21258576329331047,0.19390243902439025,0.5166476624857469,-3198300,0.55225,predict_proba
LogisticRegression,0.37,8878,8662,504,1956,0.7951219512195122,0.4780525955616385,0.1842154831418346,0.29912830708059335,0.21766224517047983,0.2048780487804878,0.493842645381984,-2905800,0.5309,predict_proba
LogisticRegression,0.38,9265,8275,537,1923,0.7817073170731708,0.47983830721628906,0.18856638556579722,0.30383946911044396,0.2223018588735781,0.21829268292682927,0.4717787913340935,-2640000,0.5099,predict_proba
LogisticRegression,0.39,9643,7897,578,1882,0.765040650406504,0.47963708649778275,0.1924532160752633,0.3075414658060299,0.22633249951895323,0.23495934959349593,0.4502280501710376,-2402300,0.48895,predict_proba
LogisticRegression,0.4,10037,7503,611,1849,0.7516260162601626,0.4817111296373489,0.19771171941830623,0.31307145275990517,0.23189023778468948,0.2483739837398374,0.42776510832383124,-2130200,0.4676,predict_proba
LogisticRegression,0.41,10438,7102,649,1811,0.7361788617886179,0.48285607636111555,0.20318635700661955,0.31847357777191593,0.2375892107472712,0.2638211382113821,0.404903078677309,-1864300,0.44565,predict_proba
LogisticRegression,0.42,10797,6743,684,1776,0.7219512195121951,0.48368647529821884,0.20847517314238762,0.32352673285362965,0.24304795270418217,0.2780487804878049,0.38443557582668186,-1628700,0.42595,predict_proba
LogisticRegression,0.43,11185,6355,736,1724,0.7008130081300813,0.48105363022490094,0.21339274662705782,0.3271657652528703,0.24787209569818267,0.2991869918699187,0.36231470923603193,-1409500,0.40395,predict_proba
LogisticRegression,0.44,11580,5960,768,1692,0.6878048780487804,0.4836496684198491,0.2211186617877679,0.3346518987341772,0.25583645820733036,0.3121951219512195,0.33979475484606614,-1134000,0.3826,predict_proba
LogisticRegression,0.45,11925,5615,801,1659,0.6743902439024391,0.484690896342176,0.228072587297223,0.34086706389973287,0.262866015971606,0.325609756097561,0.3201254275940707,-906000,0.3637,predict_proba
LogisticRegression,0.46,12244,5296,836,1624,0.6601626016260163,0.48448687350835323,0.23468208092485549,0.34626865671641793,0.26940942269409424,0.33983739837398375,0.30193842645381985,-706400,0.346,predict_proba
LogisticRegression,0.47,12560,4980,879,1581,0.6426829268292683,0.4819828059264679,0.24096936442615455,0.35051546391752575,0.27539715719063546,0.3573170731707317,0.2839224629418472,-529500,0.32805,predict_proba
LogisticRegression,0.48,12859,4681,921,1539,0.625609756097561,0.47914072229140725,0.24742765273311898,0.3546082949308756,0.2814557425018288,0.374390243902439,0.2668757126567845,-365400,0.311,predict_proba
LogisticRegression,0.49,13169,4371,960,1500,0.6097560975609756,0.4773725415314111,0.2554931016862545,0.3601008282319049,0.28908418131359853,0.3902439024390244,0.2492018244013683,-183900,0.29355,predict_proba
LogisticRegression,0.5,13467,4073,1008,1452,0.5902439024390244,0.47250244061178004,0.26280542986425337,0.3636819035691922,0.2956026058631922,0.4097560975609756,0.23221208665906498,-35700,0.27625,predict_proba
LogisticRegression,0.51,13733,3807,1038,1422,0.5780487804878048,0.4718295839139956,0.2719449225473322,0.369879047990636,0.30415811088295686,0.4219512195121951,0.2170467502850627,128700,0.26145,predict_proba
LogisticRegression,0.52,13996,3544,1075,1385,0.5630081300813008,0.46888753470106304,0.2809900588354636,0.37488158072810934,0.312274531024531,0.4369918699186992,0.20205245153933865,272900,0.24645,predict_proba
LogisticRegression,0.53,14233,3307,1121,1339,0.5443089430894309,0.46217037139306916,0.28820490744726646,0.37686462144666477,0.31814293860482795,0.4556910569105691,0.1885404789053592,371200,0.2323,predict_proba
LogisticRegression,0.54,14454,3086,1154,1306,0.5308943089430894,0.45882518268690275,0.29735883424408016,0.3812025685931115,0.3260435390453365,0.4691056910569106,0.1759407069555302,487600,0.2196,predict_proba
LogisticRegression,0.55,14678,2862,1182,1278,0.5195121951219512,0.4570815450643777,0.30869565217391304,0.38727272727272727,0.3359621451104101,0.48048780487804876,0.16316989737742305,619200,0.207,predict_proba
LogisticRegression,0.56,14890,2650,1223,1237,0.5028455284552845,0.4505718656662053,0.3182402881399537,0.3897904521821333,0.3434584629053754,0.4971544715447154,0.15108323831242873,707500,0.19435,predict_proba
LogisticRegression,0.57,15074,2466,1251,1209,0.49146341463414633,0.44728079911209767,0.3289795918367347,0.3941320293398533,0.3522727272727273,0.5085365853658537,0.14059293044469784,803100,0.18375,predict_proba
LogisticRegression,0.58,15255,2285,1294,1166,0.4739837398373984,0.43864269054247235,0.3378730802665894,0.3945186939604128,0.3584604033448106,0.5260162601626016,0.13027366020524517,858500,0.17255,predict_proba
LogisticRegression,0.59,15434,2106,1326,1134,0.4609756097560976,0.4334862385321101,0.35,0.39789473684210525,0.36770428015564205,0.5390243902439025,0.12006841505131129,939600,0.162,predict_proba
LogisticRegression,0.6,15591,1949,1361,1099,0.4467479674796748,0.42636561142147733,0.36056430446194226,0.3990559186637618,0.37503412503412503,0.5532520325203252,0.11111744583808437,993400,0.1524,predict_proba
LogisticRegression,0.61,15758,1782,1387,1073,0.43617886178861787,0.4226073257187869,0.37583187390542905,0.4037629350893697,0.3865273775216138,0.5638211382113821,0.1015963511972634,1078700,0.14275,predict_proba
LogisticRegression,0.62,15889,1651,1410,1050,0.4268292682926829,0.41862690375568135,0.3887449092928545,0.40689788800620036,0.39580820265379973,0.573170731707317,0.09412770809578107,1139100,0.13505,predict_proba
LogisticRegression,0.63,16007,1533,1445,1015,0.41260162601626016,0.40967064901517597,0.3983516483516483,0.4053514376996805,0.40112235219728104,0.5873983739837398,0.08740022805017104,1157800,0.1274,predict_proba
LogisticRegression,0.64,16126,1414,1475,985,0.40040650406504064,0.40240215703897375,0.4105877448937057,0.4054332167112575,0.40851028533510286,0.5995934959349594,0.08061573546180159,1189900,0.11995,predict_proba
LogisticRegression,0.65,16233,1307,1504,956,0.3886178861788618,0.39494340246219944,0.42244807777286786,0.4048274401863223,0.4152189020152884,0.6113821138211382,0.07451539338654505,1213700,0.11315,predict_proba
LogisticRegression,0.66,16347,1193,1521,939,0.38170731707317074,0.39216505178750416,0.44043151969981237,0.40897212543554007,0.4272843101565344,0.6182926829268293,0.06801596351197263,1273800,0.1066,predict_proba
LogisticRegression,0.67,16450,1090,1542,918,0.37317073170731707,0.387407157326131,0.45717131474103584,0.41092211280214863,0.43747617232176894,0.6268292682926829,0.062143671607753706,1314000,0.1004,predict_proba
LogisticRegression,0.68,16533,1007,1573,887,0.36056910569105693,0.37796147946139425,0.46832101372756074,0.40744143316490583,0.44190912714228775,0.6394308943089431,0.05741163055872292,1311200,0.0947,predict_proba
LogisticRegression,0.69,16622,918,1591,869,0.3532520325203252,0.3736991485335856,0.48628987129266926,0.4092300447374617,0.45222731057452126,0.6467479674796748,0.05233751425313569,1346300,0.08935,predict_proba
LogisticRegression,0.7,16698,842,1606,854,0.34715447154471546,0.37014563106796117,0.5035377358490566,0.4109720885466795,0.4619212462137603,0.6528455284552845,0.04800456100342075,1377200,0.0848,predict_proba
LogisticRegression,0.71,16767,773,1633,827,0.3361788617886179,0.36145104895104896,0.516875,0.40738916256157637,0.4667042889390519,0.6638211382113821,0.04407069555302166,1371800,0.08,predict_proba
LogisticRegression,0.72,16834,706,1654,806,0.3276422764227642,0.3550035236081748,0.533068783068783,0.40584088620342396,0.47367183826986364,0.6723577235772358,0.04025085518814139,1379600,0.0756,predict_proba
LogisticRegression,0.73,16894,646,1669,791,0.32154471544715446,0.3507138423339541,0.5504523312456506,0.40595329740826275,0.48184697855750486,0.6784552845528455,0.036830102622576966,1396100,0.07185,predict_proba
LogisticRegression,0.74,16945,595,1681,779,0.31666666666666665,0.3473336900303192,0.5669577874818049,0.4063641105894627,0.4895676219205631,0.6833333333333333,0.033922462941847205,1412000,0.0687,predict_proba
LogisticRegression,0.75,16998,542,1698,762,0.3097560975609756,0.34188801148600145,0.5843558282208589,0.40488841657810837,0.49635226680562794,0.6902439024390243,0.030900798175598633,1417200,0.0652,predict_proba
LogisticRegression,0.76,17042,498,1709,751,0.30528455284552847,0.33862386148435386,0.6012810248198559,0.40496090590455647,0.5036212446351931,0.6947154471544715,0.02839224629418472,1429300,0.06245,predict_proba
LogisticRegression,0.77,17078,462,1724,736,0.2991869918699187,0.33339373074832396,0.6143572621035058,0.40240568616730454,0.507446221731936,0.7008130081300813,0.026339794754846067,1424200,0.0599,predict_proba
LogisticRegression,0.78,17123,417,1736,724,0.2943089430894309,0.32966032237501136,0.6345311130587205,0.4021105248542072,0.515375854214123,0.7056910569105691,0.023774230330672746,1434700,0.05705,predict_proba
LogisticRegression,0.79,17152,388,1744,716,0.2910569105691057,0.3271198830409357,0.6485507246376812,0.40179573512906847,0.52065154159395,0.7089430894308943,0.02212086659064994,1440800,0.0552,predict_proba
LogisticRegression,0.8,17175,365,1759,701,0.28495934959349595,0.3213827251054465,0.6575984990619137,0.3976176971072036,0.5212671029149316,0.7150406504065041,0.02080957810718358,1424000,0.0533,predict_proba
LogisticRegression,0.81,17194,346,1779,681,0.27682926829268295,0.3133339468114475,0.6630963972736125,0.3905936334958417,0.5184226552984166,0.723170731707317,0.019726339794754848,1391100,0.05135,predict_proba
LogisticRegression,0.82,17222,318,1790,670,0.27235772357723576,0.30938308090136685,0.6781376518218624,0.388631090487239,0.5224578914535246,0.7276422764227642,0.01812998859749145,1388800,0.0494,predict_proba
LogisticRegression,0.83,17241,299,1805,655,0.266260162601626,0.30340930146377615,0.6865828092243187,0.38371411833626246,0.5218291905672403,0.733739837398374,0.017046750285062712,1368400,0.0477,predict_proba
LogisticRegression,0.84,17257,283,1813,647,0.2630081300813008,0.30037140204271123,0.6956989247311828,0.3817109144542773,0.5234627831715211,0.7369918699186991,0.0161345496009122,1362800,0.0465,predict_proba
LogisticRegression,0.85,17274,266,1829,631,0.25650406504065043,0.29384371798453945,0.7034559643255296,0.375930890676199,0.5216600529100529,0.7434959349593496,0.01516533637400228,1338100,0.04485,predict_proba
LogisticRegression,0.86,17292,248,1842,618,0.25121951219512195,0.2886232019428358,0.7136258660508084,0.37161755862898377,0.5216070222822418,0.748780487804878,0.014139110604332953,1321800,0.0433,predict_proba
LogisticRegression,0.87,17309,231,1853,607,0.24674796747967478,0.284229256415059,0.7243436754176611,0.36810187992722865,0.5221954576737784,0.7532520325203252,0.013169897377423034,1309600,0.0419,predict_proba
LogisticRegression,0.88,17330,210,1870,590,0.23983739837398374,0.27725563909774437,0.7375,0.3619631901840491,0.5212014134275619,0.7601626016260162,0.011972633979475485,1286000,0.04,predict_proba
LogisticRegression,0.89,17347,193,1882,578,0.23495934959349593,0.2723588728677787,0.7496757457846952,0.357783967811823,0.5212842712842712,0.765040650406504,0.011003420752565565,1271300,0.03855,predict_proba
LogisticRegression,0.9,17370,170,1902,558,0.22682926829268293,0.26400454201362605,0.7664835164835165,0.35006273525721454,0.5193596425912137,0.7731707317073171,0.009692132269099202,1242000,0.0364,predict_proba
GradientBoosting_Optuna,0.01,422,17118,8,2452,0.9967479674796748,0.41686501190071407,0.1252938170669392,0.22260553790285972,0.1518454297745851,0.0032520325203252032,0.9759407069555303,-9276200,0.9785,predict_proba
GradientBoosting_Optuna,0.02,2257,15283,75,2385,0.9695121951219512,0.4335102515631816,0.1349898120896536,0.23698330683624802,0.1630613137887655,0.03048780487804878,0.8713226909920182,-7792200,0.8834,predict_proba
GradientBoosting_Optuna,0.03,4390,13150,190,2270,0.9227642276422764,0.4493269992082344,0.14721141374837873,0.2539149888143177,0.17695665731212973,0.07723577235772358,0.749714937286203,-6160000,0.771,predict_proba
GradientBoosting_Optuna,0.04,6265,11275,300,2160,0.8780487804878049,0.4640171858216971,0.16077409750651284,0.27178357974205725,0.19217081850533807,0.12195121951219512,0.6428164196123147,-4747500,0.67175,predict_proba
GradientBoosting_Optuna,0.05,7861,9679,414,2046,0.8317073170731707,0.4743797820542546,0.17449893390191898,0.2884737398660557,0.20725283630470015,0.16829268292682928,0.551824401368301,-3596100,0.58625,predict_proba
