model,fit_time_mean,accuracy_cv_mean,accuracy_cv_std,accuracy_train_mean,accuracy_gap,precision_cv_mean,precision_cv_std,precision_train_mean,precision_gap,recall_cv_mean,recall_cv_std,recall_train_mean,recall_gap,f1_cv_mean,f1_cv_std,f1_train_mean,f1_gap,f05_cv_mean,f05_cv_std,f05_train_mean,f05_gap,f2_cv_mean,f2_cv_std,f2_train_mean,f2_gap,roc_auc_cv_mean,roc_auc_cv_std,roc_auc_train_mean,roc_auc_gap,average_precision_cv_mean,average_precision_cv_std,average_precision_train_mean,average_precision_gap,source
XGBoost,0.3095057010650635,0.7699,0.0022282279955157295,0.79935,0.029449999999999976,0.28593405038809677,0.008260641518901888,0.3464094170757862,0.060475366687689436,0.5825203252032521,0.0323828394579747,0.7103658536585366,0.1278455284552844,0.38350826782658987,0.014382016137887066,0.4656508581387061,0.08214259031211624,0.31832359213441863,0.010089817978127748,0.38593573035133383,0.0676121382169152,0.48234336471093664,0.02241647333584617,0.5869350033039833,0.10459163859304665,0.766292377005868,0.014108576519057144,0.8559213594826227,0.08962898247675466,0.47723113234929215,0.027078405681853344,0.5829926905421938,0.10576155819290167,advanced_boosting
LightGBM,0.40400052070617676,0.7974500000000001,0.0037496666518505245,0.868275,0.07082499999999992,0.3115588979140069,0.014141860611583248,0.4804007092680953,0.16884181135408838,0.5365853658536585,0.04063007621696995,0.8632113821138212,0.32662601626016274,0.3941149151146369,0.022288340351194657,0.6172169158415061,0.22310200072686914,0.3400389157889713,0.016736995566227347,0.5271345218217138,0.18709560603274256,0.468745991158686,0.031244326360286435,0.7444886997403926,0.2757427085817066,0.7660798546411919,0.014468249113085209,0.9458503349776585,0.1797704803364666,0.47927268968813197,0.028357350323624474,0.7503996586185586,0.27112696893042665,advanced_boosting
