model,fit_time_mean,accuracy_cv_mean,accuracy_cv_std,accuracy_train_mean,accuracy_gap,precision_cv_mean,precision_cv_std,precision_train_mean,precision_gap,recall_cv_mean,recall_cv_std,recall_train_mean,recall_gap,f1_cv_mean,f1_cv_std,f1_train_mean,f1_gap,f05_cv_mean,f05_cv_std,f05_train_mean,f05_gap,f2_cv_mean,f2_cv_std,f2_train_mean,f2_gap,roc_auc_cv_mean,roc_auc_cv_std,roc_auc_train_mean,roc_auc_gap,average_precision_cv_mean,average_precision_cv_std,average_precision_train_mean,average_precision_gap
Bagging_DecisionTree,6.370872640609742,0.7971999999999999,0.008278586835927951,0.81595,0.018750000000000044,0.3106700515663395,0.01940000351325519,0.35784036007719944,0.04717030851085996,0.532520325203252,0.03920183236175998,0.6229674796747967,0.09044715447154472,0.3922926341742344,0.025196498124151666,0.4544632381863776,0.06217060401214325,0.33886032056260673,0.02126072054947139,0.39108914714656173,0.052228826583955,0.4658427628287242,0.03177790632755408,0.5424521223286579,0.0766093594999337,0.756701696934301,0.020187089186809896,0.8365788041966795,0.07987710726237851,0.46817290537686873,0.029535630320871625,0.5429597738763782,0.07478686849950944
