pct_population,pct_positives_captured
6.850722751250257e-05,0.0005571030640668524
0.00013701445502500514,0.0011142061281337048
0.0002055216825375077,0.001671309192200557
0.0002740289100500103,0.0022284122562674096
0.00034253613756251287,0.002785515320334262
0.0004110433650750154,0.003342618384401114
0.000479550592587518,0.0038997214484679664
0.0005480578201000206,0.004456824512534819
0.0006165650476125231,0.005013927576601671
0.0006850722751250257,0.005571030640668524
0.0007535795026375283,0.006128133704735376
0.0008220867301500308,0.006685236768802228
0.0008905939576625334,0.0072423398328690805
0.000959101185175036,0.007799442896935933
0.0010276084126875386,0.008356545961002786
0.0010961156402000411,0.008913649025069638
0.0011646228677125437,0.00947075208913649
0.0012331300952250462,0.010027855153203343
0.0013016373227375487,0.010584958217270195
0.0013701445502500515,0.011142061281337047
0.001438651777762554,0.0116991643454039
0.0015071590052750565,0.012256267409470752
0.001575666232787559,0.012813370473537604
0.0016441734603000616,0.013370473537604457
0.0017126806878125641,0.013927576601671309
0.0017811879153250669,0.014484679665738161
0.0018496951428375694,0.015041782729805013
0.001918202370350072,0.015598885793871866
0.0019867095978625747,0.01615598885793872
0.002055216825375077,0.016713091922005572
0.0021237240528875797,0.017270194986072424
0.0021922312804000823,0.017827298050139277
0.002260738507912585,0.01838440111420613
0.0023292457354250873,0.01894150417827298
0.00239775296293759,0.019498607242339833
0.0024662601904500924,0.020055710306406686
0.002534767417962595,0.020612813370473538
0.0026032746454750975,0.02116991643454039
0.0026717818729876,0.021727019498607242
0.002740289100500103,0.022284122562674095
0.0028087963280126055,0.022841225626740947
0.002877303555525108,0.0233983286908078
0.0029458107830376105,0.02395543175487465
0.003014318010550113,0.024512534818941504
0.0030828252380626156,0.025069637883008356
0.003151332465575118,0.02562674094707521
0.0032198396930876207,0.02618384401114206
0.003288346920600123,0.026740947075208913
0.0033568541481126257,0.027298050139275765
0.0034253613756251283,0.027855153203342618
0.0034938686031376312,0.02841225626740947
0.0035623758306501337,0.028969359331476322
0.0036308830581626363,0.029526462395543174
0.003699390285675139,0.030083565459610027
0.0037678975131876413,0.03064066852367688
0.003836404740700144,0.03119777158774373
0.0039049119682126464,0.03175487465181059
0.003973419195725149,0.03231197771587744
0.004041926423237652,0.03286908077994429
0.004110433650750154,0.033426183844011144
0.004178940878262657,0.033983286908077996
0.0042474481057751595,0.03454038997214485
0.004315955333287662,0.0350974930362117
0.0043844625608001645,0.03565459610027855
0.004452969788312667,0.036211699164345405
0.00452147701582517,0.03676880222841226
0.004589984243337672,0.03732590529247911
0.004658491470850175,0.03788300835654596
0.004726998698362677,0.038440111420612814
0.00479550592587518,0.03899721448467967
0.004864013153387682,0.03955431754874652
0.004932520380900185,0.04011142061281337
0.005001027608412687,0.040668523676880224
0.00506953483592519,0.041225626740947076
0.005138042063437692,0.04178272980501393
0.005206549290950195,0.04233983286908078
0.0052750565184626974,0.04289693593314763
0.0053435637459752,0.043454038997214485
0.005412070973487703,0.04401114206128134
0.005480578201000206,0.04456824512534819
0.005549085428512708,0.04512534818941504
0.005617592656025211,0.045682451253481894
0.0056860998835377135,0.046239554317548746
0.005754607111050216,0.0467966573816156
0.0058231143385627186,0.04735376044568245
0.005891621566075221,0.0479108635097493
0.005960128793587724,0.048467966573816156
0.006028636021100226,0.04902506963788301
0.006097143248612729,0.04958217270194986
0.006165650476125231,0.05013927576601671
0.006234157703637734,0.050696378830083565
0.006302664931150236,0.05125348189415042
0.006371172158662739,0.05181058495821727
0.006439679386175241,0.05236768802228412
0.006508186613687744,0.052924791086350974
0.006576693841200246,0.053481894150417826
0.006645201068712749,0.05403899721448468
0.0067137082962252514,0.05459610027855153
0.006782215523737754,0.05459610027855153
0.0068507227512502565,0.05515320334261838
0.006919229978762759,0.055710306406685235
0.0069877372062752624,0.05626740947075209
0.007056244433787765,0.05682451253481894
0.0071247516613002675,0.05738161559888579
0.00719325888881277,0.057938718662952644
0.0072617661163252726,0.0584958217270195
0.007330273343837775,0.05905292479108635
0.007398780571350278,0.0596100278551532
0.00746728779886278,0.06016713091922005
0.007535795026375283,0.060724233983286906
0.007604302253887785,0.06128133704735376
0.007672809481400288,0.06183844011142061
0.00774131670891279,0.06239554317548746
0.007809823936425293,0.06295264623955432
0.007878331163937796,0.06350974930362117
0.007946838391450299,0.06406685236768803
0.008015345618962801,0.06462395543175488
0.008083852846475304,0.06518105849582173
0.008152360073987806,0.06573816155988858
0.008220867301500309,0.06629526462395544
0.008289374529012811,0.06685236768802229
0.008357881756525314,0.06740947075208914
0.008426388984037816,0.06796657381615599
0.008494896211550319,0.06852367688022284
0.008563403439062822,0.0690807799442897
0.008631910666575324,0.06963788300835655
0.008700417894087827,0.0701949860724234
0.008768925121600329,0.07075208913649025
0.008837432349112832,0.0713091922005571
0.008905939576625334,0.07186629526462396
0.008974446804137837,0.07242339832869081
0.00904295403165034,0.07298050139275766
0.009111461259162842,0.07353760445682452
0.009179968486675344,0.07409470752089137
0.009248475714187847,0.07465181058495822
0.00931698294170035,0.07520891364902507
0.009385490169212852,0.07576601671309192
0.009453997396725354,0.07632311977715878
0.009522504624237857,0.07688022284122563
0.00959101185175036,0.07743732590529248
0.009659519079262862,0.07799442896935933
0.009728026306775365,0.07855153203342619
0.009796533534287867,0.07910863509749304
0.00986504076180037,0.07966573816155989
0.009933547989312872,0.08022284122562674
0.010002055216825375,0.08022284122562674
0.010070562444337877,0.0807799442896936
0.01013906967185038,0.0807799442896936
0.010207576899362882,0.08133704735376045
0.010276084126875385,0.0818941504178273
0.010344591354387887,0.08245125348189415
0.01041309858190039,0.083008356545961
0.010481605809412892,0.08356545961002786
0.010550113036925395,0.08412256267409471
0.010618620264437897,0.08467966573816156
0.0106871274919504,0.08523676880222841
0.010755634719462902,0.08579387186629527
0.010824141946975407,0.08635097493036212
0.01089264917448791,0.08690807799442897
0.010961156402000412,0.08746518105849582
0.011029663629512914,0.08802228412256267
0.011098170857025417,0.08857938718662953
0.01116667808453792,0.08913649025069638
0.011235185312050422,0.08969359331476323
0.011303692539562924,0.09025069637883008
0.011372199767075427,0.09080779944289694
0.01144070699458793,0.09136490250696379
0.011509214222100432,0.09192200557103064
0.011577721449612935,0.09247910863509749
0.011646228677125437,0.09303621169916435
0.01171473590463794,0.0935933147632312
0.011783243132150442,0.09415041782729805
0.011851750359662945,0.0947075208913649
0.011920257587175447,0.09526462395543175
0.01198876481468795,0.0958217270194986
0.012057272042200452,0.09637883008356546
0.012125779269712955,0.09693593314763231
0.012194286497225457,0.09749303621169916
0.01226279372473796,0.09805013927576602
0.012331300952250462,0.09860724233983287
0.012399808179762965,0.09860724233983287
