source,model,recall_cv_mean,precision_cv_mean,selected_threshold,reference_threshold,path,selection_reason
optuna_optimization,HistGradientBoosting,0.83,0.17,0.48,0.09,c:\Users\PONCE\dp261-g1\models\tuned_HistGradientBoosting.pkl,Modelo HistGradientBoosting optimizado con Optuna. Se elige el threshold 0.48 porque maximiza la utilidad neta ($8.9M) frente al costo de oportunidad del threshold operativo inicial.
