decision,model,technical_reference_threshold,recommended_business_threshold,business_value_reference,business_value_recommended,delta_business_value,recall_reference,recall_recommended,precision_reference,precision_recommended,positive_rate_reference,positive_rate_recommended,recommendation
GO controlado hacia Sprint 6,LogisticRegression tuneado,0.5,0.7,26500,1079600,1053100,0.6155988857938719,0.3671309192200557,0.26658624849215923,0.5108527131782946,0.28396245803932313,0.08837432349112831,Usar el modelo como soporte a decision y validar el threshold con negocio antes de automatizar rechazos.
